Temperature,Humidity,Rainfall,Sunlight,Crop_Type,Crop_Stage,Soil_Moisture
31.36,74.81,11.32,Moderate,Rice,Seedling,64.95
23.65,44.32,6.35,High,Rice,Vegetative,41.97
24.35,58.73,1.63,High,Wheat,Flowering,32.12
32.85,85.07,3.82,High,Wheat,Flowering,25.5
34.12,48.9,2.81,Moderate,Sugarcane,Vegetative,32.92
25.46,49.96,19.59,Moderate,Sugarcane,Flowering,61.2
27.1,58.18,15.45,High,Sugarcane,Vegetative,51.35
36.69,59.28,10.76,Low,Sugarcane,Flowering,49.44
33.64,54.43,6.84,High,Cotton,Flowering,22.92
35.47,52.91,9.35,Low,Rice,Harvest,49.6
23.73,46.99,11.74,Moderate,Cotton,Fruiting,53.47
38.03,56.12,2.09,Moderate,Rice,Vegetative,23.75
26.69,72.39,2.0,Moderate,Maize,Vegetative,38.23
23.72,41.09,16.18,Moderate,Cotton,Harvest,66.06
34.62,63.68,4.87,High,Maize,Harvest,28.53
33.57,55.01,19.42,Low,Cotton,Seedling,72.11
35.48,87.7,8.02,Low,Wheat,Harvest,49.23
26.01,69.84,13.95,High,Wheat,Harvest,63.86
22.6,56.66,19.2,Low,Maize,Vegetative,84.98
29.17,48.27,0.02,Low,Wheat,Vegetative,27.01
21.61,51.81,4.07,Low,Wheat,Vegetative,49.16
36.91,58.71,9.55,Moderate,Rice,Fruiting,39.89
27.88,50.62,9.45,Moderate,Sugarcane,Vegetative,51.88
21.92,46.43,15.26,Low,Sugarcane,Flowering,71.33
36.4,76.52,8.49,Moderate,Cotton,Seedling,46.06
33.4,88.51,0.54,High,Wheat,Vegetative,27.93
26.8,81.16,12.21,Moderate,Rice,Vegetative,57.98
23.76,50.56,8.71,Moderate,Sugarcane,Vegetative,48.13
25.7,59.34,16.43,Low,Maize,Fruiting,63.26
27.96,65.87,2.13,Low,Maize,Seedling,45.57
28.09,80.35,3.22,Low,Cotton,Harvest,45.86
29.09,64.31,19.2,Moderate,Sugarcane,Seedling,71.11
25.17,71.71,12.07,Moderate,Cotton,Flowering,62.43
34.24,82.21,19.44,Low,Wheat,Fruiting,75.55
27.67,73.74,3.01,Moderate,Cotton,Flowering,31.77
36.26,76.38,9.1,Low,Sugarcane,Flowering,41.56
37.36,63.01,1.0,High,Maize,Flowering,15.03
33.5,78.34,0.47,Moderate,Wheat,Flowering,25.45
20.35,56.23,12.72,High,Rice,Flowering,57.28
30.63,59.81,3.5,High,Rice,Vegetative,33.77
32.66,61.56,5.49,Moderate,Cotton,Vegetative,45.12
38.07,86.61,16.41,High,Sugarcane,Seedling,55.85
27.46,47.34,19.54,High,Rice,Fruiting,60.42
34.51,56.89,12.73,Moderate,Sugarcane,Fruiting,39.82
39.01,52.84,13.06,Low,Sugarcane,Seedling,59.07
31.42,89.75,12.31,High,Wheat,Seedling,57.86
29.46,78.04,8.74,High,Wheat,Flowering,44.1
20.91,59.93,3.63,Moderate,Maize,Seedling,43.75
20.37,60.72,2.6,Moderate,Sugarcane,Harvest,46.28
32.7,44.86,4.5,High,Maize,Vegetative,19.22
25.76,75.6,16.54,High,Sugarcane,Harvest,64.72
27.78,86.49,0.25,Moderate,Maize,Flowering,39.44
23.04,82.72,9.98,High,Wheat,Fruiting,49.43
20.65,82.61,19.35,High,Sugarcane,Harvest,87.59
21.66,77.4,10.59,Moderate,Maize,Flowering,58.41
29.35,47.8,11.7,High,Maize,Harvest,44.5
39.92,41.17,19.47,High,Sugarcane,Vegetative,50.25
30.75,58.92,18.98,Low,Rice,Fruiting,65.32
39.84,68.54,3.57,Low,Sugarcane,Harvest,34.08
35.03,60.91,11.98,Moderate,Maize,Seedling,55.23
33.74,71.66,12.72,High,Cotton,Harvest,49.76
37.18,64.74,9.28,Moderate,Wheat,Vegetative,42.49
20.07,81.49,15.26,High,Wheat,Seedling,71.1
33.06,88.71,8.21,High,Rice,Harvest,42.81
32.19,65.17,1.61,High,Sugarcane,Seedling,25.54
25.0,68.47,9.44,Low,Maize,Seedling,66.2
37.67,72.71,11.04,Low,Wheat,Fruiting,48.87
37.49,48.76,18.74,Low,Maize,Vegetative,61.55
37.89,50.35,9.22,Low,Cotton,Fruiting,47.91
35.94,88.64,10.0,Low,Cotton,Flowering,60.79
38.18,52.24,14.44,Low,Rice,Seedling,60.81
28.13,65.99,9.4,Moderate,Rice,Fruiting,55.29
37.67,66.87,14.32,High,Cotton,Seedling,51.45
36.56,42.99,16.23,High,Rice,Flowering,42.75
38.55,71.46,8.8,Low,Rice,Vegetative,54.51
35.16,68.99,15.83,High,Wheat,Flowering,51.0
26.8,85.65,15.91,Low,Maize,Seedling,77.54
33.87,62.91,14.18,Low,Maize,Flowering,54.7
28.89,79.37,13.99,High,Maize,Harvest,53.05
22.8,66.09,0.52,Moderate,Cotton,Flowering,36.15
26.13,75.79,11.35,Moderate,Sugarcane,Fruiting,59.58
23.09,80.26,2.57,High,Maize,Fruiting,32.38
24.56,82.55,11.66,Low,Cotton,Seedling,67.92
34.42,77.27,19.92,Moderate,Sugarcane,Harvest,79.87
39.45,72.19,11.74,High,Maize,Harvest,42.91
37.31,64.26,3.38,High,Sugarcane,Vegetative,25.61
27.6,73.44,1.3,Low,Maize,Vegetative,37.4
25.57,78.9,15.79,High,Wheat,Flowering,62.93
31.39,71.93,0.24,High,Cotton,Vegetative,29.86
27.27,41.64,12.53,Moderate,Cotton,Seedling,50.59
39.23,82.33,10.75,Low,Rice,Fruiting,53.03
24.96,52.8,14.79,High,Wheat,Vegetative,60.44
29.12,42.01,12.18,High,Maize,Seedling,50.99
34.67,85.87,18.12,Low,Cotton,Flowering,65.86
24.55,69.28,11.63,Moderate,Rice,Harvest,66.84
21.02,79.5,1.46,Moderate,Rice,Fruiting,33.58
23.95,67.12,4.3,Moderate,Maize,Harvest,36.59
28.6,85.25,14.4,Moderate,Wheat,Harvest,73.27
32.29,62.81,0.01,Moderate,Cotton,Flowering,22.91
23.53,65.36,10.28,High,Maize,Flowering,54.28
24.98,53.76,11.23,Moderate,Sugarcane,Seedling,64.49
38.91,64.38,6.38,High,Sugarcane,Fruiting,21.83
21.31,61.6,6.09,Moderate,Maize,Harvest,53.99
23.87,45.44,4.64,Moderate,Cotton,Flowering,31.86
30.61,45.15,6.0,High,Wheat,Harvest,34.01
26.48,49.6,7.92,Low,Wheat,Harvest,52.72
26.51,65.82,9.48,High,Sugarcane,Flowering,40.05
25.26,86.72,16.69,Moderate,Wheat,Flowering,69.87
27.08,77.26,8.99,Moderate,Cotton,Fruiting,55.5
20.11,87.0,1.11,Moderate,Maize,Vegetative,54.05
35.34,40.97,14.09,Low,Maize,Flowering,55.34
20.47,61.37,7.65,High,Cotton,Vegetative,52.62
32.35,62.01,5.48,Low,Wheat,Vegetative,40.99
29.59,76.06,9.4,Low,Sugarcane,Fruiting,50.82
39.74,69.31,1.19,Low,Maize,Flowering,27.23
28.76,54.21,9.44,High,Rice,Flowering,46.66
34.65,81.22,17.48,High,Maize,Harvest,59.3
21.76,52.26,11.45,High,Maize,Harvest,52.96
25.83,41.09,15.44,Low,Maize,Flowering,67.11
28.92,84.23,3.68,Moderate,Wheat,Fruiting,38.02
23.98,88.57,5.18,High,Rice,Vegetative,41.69
28.22,59.82,9.73,Low,Cotton,Seedling,64.38
30.25,40.81,8.74,Low,Cotton,Flowering,46.91
29.84,68.74,12.69,High,Rice,Harvest,47.14
31.17,45.62,3.16,High,Rice,Harvest,31.46
32.2,89.65,15.04,High,Sugarcane,Flowering,58.67
37.79,89.72,3.04,Moderate,Rice,Vegetative,39.74
26.8,66.39,13.85,Moderate,Rice,Fruiting,60.14
20.13,81.41,0.38,Low,Maize,Fruiting,38.56
37.11,69.22,15.36,High,Sugarcane,Vegetative,58.19
31.49,57.73,17.61,High,Wheat,Vegetative,64.24
24.12,49.08,0.52,High,Rice,Vegetative,26.21
39.09,56.37,6.31,Low,Wheat,Vegetative,35.37
28.49,53.55,18.73,Low,Maize,Seedling,69.68
37.98,61.98,16.68,Moderate,Rice,Fruiting,60.79
37.08,50.43,0.98,Moderate,Sugarcane,Vegetative,16.91
27.61,80.72,1.86,Low,Cotton,Harvest,48.81
22.43,77.83,2.41,Moderate,Cotton,Flowering,44.7
26.34,49.55,19.7,High,Maize,Fruiting,58.22
22.24,62.85,0.15,Moderate,Sugarcane,Seedling,35.07
38.91,81.83,8.68,High,Maize,Vegetative,49.51
21.69,72.18,7.79,Moderate,Rice,Flowering,55.11
37.95,42.27,16.95,Low,Cotton,Seedling,54.66
23.12,74.75,15.25,Low,Cotton,Vegetative,82.34
33.22,58.59,8.3,Low,Sugarcane,Vegetative,43.06
30.37,47.57,16.19,High,Wheat,Flowering,56.66
22.19,48.12,9.95,Moderate,Sugarcane,Flowering,55.12
25.3,56.05,15.67,Moderate,Rice,Fruiting,53.6
37.44,85.68,0.93,Moderate,Cotton,Harvest,26.51
22.0,57.43,4.45,Moderate,Rice,Seedling,52.92
29.29,60.75,17.96,Moderate,Wheat,Harvest,73.26
20.01,63.81,17.99,Moderate,Wheat,Flowering,75.21
27.31,70.68,14.33,Moderate,Sugarcane,Harvest,60.02
24.39,46.49,18.85,Low,Rice,Seedling,80.38
25.65,70.75,5.0,Moderate,Wheat,Flowering,38.96
39.48,73.42,10.4,High,Maize,Vegetative,39.57
27.5,47.26,14.73,Low,Sugarcane,Seedling,70.29
39.59,40.72,12.69,Low,Wheat,Fruiting,40.62
31.44,64.19,6.88,High,Cotton,Fruiting,33.47
24.3,71.07,10.92,Low,Maize,Harvest,71.69
26.75,84.63,5.11,Moderate,Cotton,Fruiting,47.84
33.36,57.12,10.38,Low,Maize,Fruiting,50.56
39.3,46.31,4.54,Moderate,Rice,Seedling,29.25
25.91,83.67,6.14,Moderate,Cotton,Seedling,61.34
39.43,49.13,16.4,High,Wheat,Vegetative,53.72
24.44,40.84,14.67,Moderate,Cotton,Harvest,63.45
31.26,66.53,0.94,High,Maize,Harvest,21.71
38.94,66.54,7.49,Low,Wheat,Harvest,39.91
38.61,75.8,10.82,High,Sugarcane,Vegetative,41.11
39.18,87.44,5.93,High,Sugarcane,Fruiting,32.42
22.72,86.91,0.01,Moderate,Cotton,Flowering,33.26
34.67,69.7,1.34,Moderate,Wheat,Vegetative,29.82
23.21,88.6,19.53,Low,Sugarcane,Vegetative,90.0
27.82,49.67,16.69,Low,Wheat,Flowering,58.61
28.03,76.3,11.72,High,Wheat,Vegetative,54.34
33.44,78.03,0.22,Low,Cotton,Flowering,32.53
35.43,69.92,4.64,Moderate,Maize,Seedling,39.5
32.2,47.68,17.6,High,Maize,Flowering,59.46
20.82,81.9,5.11,High,Sugarcane,Fruiting,45.52
37.52,74.57,15.89,Moderate,Wheat,Harvest,54.96
39.95,70.17,11.98,Moderate,Wheat,Fruiting,50.83
39.26,61.08,12.76,Moderate,Maize,Flowering,47.23
26.58,73.35,5.02,Moderate,Rice,Seedling,41.4
36.12,52.14,9.9,High,Sugarcane,Flowering,27.19
35.62,75.43,11.21,High,Sugarcane,Harvest,48.1
38.5,59.13,12.03,High,Rice,Harvest,35.92
39.33,51.93,11.6,High,Cotton,Fruiting,39.68
34.37,41.99,12.94,Moderate,Sugarcane,Harvest,53.38
20.75,59.93,16.1,High,Sugarcane,Seedling,63.26
23.61,71.53,6.58,Moderate,Sugarcane,Seedling,56.71
36.99,52.68,16.37,Moderate,Maize,Vegetative,52.65
35.67,56.23,13.98,High,Maize,Vegetative,43.44
35.42,67.36,6.44,Moderate,Maize,Vegetative,45.56
37.13,56.69,12.33,High,Wheat,Flowering,44.69
22.03,76.1,12.79,Moderate,Cotton,Fruiting,65.58
35.13,50.11,17.12,Moderate,Maize,Flowering,59.49
37.92,77.74,19.19,Moderate,Rice,Seedling,66.24
26.21,65.31,12.85,Moderate,Cotton,Harvest,55.74
32.37,43.8,1.87,High,Cotton,Fruiting,21.99
22.92,57.01,7.08,Low,Sugarcane,Seedling,60.86
34.73,83.82,15.97,High,Cotton,Seedling,60.68
24.5,81.31,4.92,Low,Maize,Seedling,56.53
36.66,89.16,4.91,Low,Sugarcane,Vegetative,41.55
25.94,88.23,17.15,Moderate,Sugarcane,Fruiting,74.35
39.97,49.61,3.72,High,Cotton,Fruiting,18.13
37.77,88.96,14.94,High,Maize,Flowering,53.24
27.29,86.28,4.69,High,Maize,Seedling,52.7
22.69,83.0,19.73,Low,Cotton,Harvest,83.21
39.62,79.21,10.15,Moderate,Cotton,Flowering,38.07
36.53,51.39,6.97,High,Cotton,Vegetative,29.97
31.49,42.66,12.38,Moderate,Cotton,Fruiting,37.88
39.92,41.11,8.97,High,Rice,Flowering,24.76
34.13,43.19,7.09,High,Maize,Harvest,26.28
37.93,41.38,11.95,Moderate,Wheat,Fruiting,33.8
29.04,66.92,13.49,Moderate,Wheat,Harvest,65.3
30.16,60.36,15.33,High,Cotton,Flowering,58.51
39.42,42.65,15.09,High,Rice,Seedling,47.28
30.6,76.52,14.65,Low,Cotton,Vegetative,75.08
20.59,86.44,14.57,Moderate,Rice,Seedling,84.65
31.48,87.45,7.75,Moderate,Sugarcane,Fruiting,42.32
26.87,44.79,7.1,High,Sugarcane,Flowering,32.56
23.69,60.07,4.53,High,Rice,Flowering,33.26
21.88,52.89,17.59,Low,Cotton,Seedling,80.98
21.91,40.09,19.7,Low,Rice,Flowering,71.0
20.55,85.26,11.27,Low,Wheat,Vegetative,75.12
29.96,66.76,19.52,Low,Wheat,Harvest,75.99
23.54,62.03,16.92,Low,Cotton,Vegetative,81.03
28.9,71.1,18.71,Low,Maize,Flowering,68.1
33.66,69.51,3.35,Low,Sugarcane,Vegetative,41.95
39.95,86.0,18.76,High,Cotton,Fruiting,64.66
38.88,73.44,1.31,Low,Maize,Vegetative,28.64
36.35,49.42,8.09,Moderate,Rice,Fruiting,38.52
38.19,75.38,16.78,Low,Cotton,Seedling,72.59
26.41,66.37,11.5,High,Cotton,Fruiting,53.19
32.86,54.13,2.71,Low,Maize,Fruiting,29.38
27.54,64.52,9.82,Moderate,Cotton,Fruiting,50.68
26.12,89.61,15.41,High,Rice,Harvest,74.19
23.76,44.46,17.84,High,Cotton,Harvest,57.35
26.27,42.4,0.56,Moderate,Sugarcane,Vegetative,24.56
30.76,81.19,13.68,Moderate,Cotton,Harvest,69.43
30.17,74.06,0.89,Low,Rice,Fruiting,42.24
37.85,75.62,1.46,Low,Sugarcane,Vegetative,35.76
32.26,42.26,7.63,High,Rice,Flowering,20.73
24.81,80.68,16.63,Low,Sugarcane,Vegetative,77.89
36.76,42.24,2.83,Low,Cotton,Flowering,30.6
28.46,68.53,17.27,High,Maize,Vegetative,71.83
33.07,85.69,8.18,Low,Sugarcane,Fruiting,50.28
36.85,49.47,15.58,Moderate,Cotton,Seedling,57.66
27.91,74.8,8.98,High,Wheat,Seedling,53.07
22.31,85.11,9.77,Low,Cotton,Flowering,58.86
34.8,87.77,14.3,High,Sugarcane,Flowering,55.53
25.69,68.51,2.17,Low,Sugarcane,Vegetative,50.98
31.09,64.9,2.54,Low,Sugarcane,Fruiting,28.94
24.57,81.65,3.69,High,Rice,Vegetative,40.93
27.42,76.92,8.84,Low,Cotton,Vegetative,63.88
34.5,42.19,0.28,Low,Maize,Flowering,27.42
27.0,50.03,12.88,Moderate,Sugarcane,Vegetative,62.89
30.11,51.26,12.54,Moderate,Sugarcane,Seedling,60.82
21.39,52.29,10.57,High,Wheat,Vegetative,51.58
26.35,45.57,1.3,High,Cotton,Seedling,28.35
23.4,86.64,7.41,Low,Rice,Vegetative,54.67
20.07,42.92,7.75,High,Rice,Vegetative,47.06
20.7,67.28,0.4,Moderate,Cotton,Fruiting,31.02
32.32,62.48,14.96,High,Sugarcane,Harvest,50.8
39.6,71.83,9.58,Low,Sugarcane,Harvest,56.02
24.48,54.34,14.62,Moderate,Maize,Vegetative,60.77
20.42,80.27,2.88,Moderate,Sugarcane,Harvest,53.71
39.75,46.25,12.53,Low,Sugarcane,Fruiting,50.78
29.21,62.62,19.05,Moderate,Maize,Flowering,64.54
27.98,76.17,4.12,Low,Wheat,Harvest,43.64
37.47,72.97,12.38,Moderate,Cotton,Fruiting,47.15
26.14,59.64,9.4,High,Sugarcane,Flowering,49.13
39.11,83.51,8.24,Low,Wheat,Flowering,47.72
23.13,59.21,10.35,Low,Sugarcane,Seedling,66.13
27.72,73.35,5.47,High,Cotton,Vegetative,43.12
31.5,80.04,3.01,Moderate,Sugarcane,Vegetative,45.32
22.61,86.56,6.32,High,Cotton,Seedling,55.6
35.74,44.29,0.17,Low,Maize,Seedling,23.08
38.04,50.15,3.01,Low,Maize,Seedling,30.04
38.18,69.17,16.57,Moderate,Maize,Vegetative,57.3
22.03,68.09,18.02,Low,Wheat,Fruiting,71.34
38.2,60.48,11.23,High,Sugarcane,Flowering,40.33
38.07,88.81,13.28,Low,Sugarcane,Seedling,70.49
22.71,59.05,7.59,Low,Rice,Harvest,58.25
36.36,86.55,11.7,Low,Sugarcane,Seedling,71.14
38.93,68.34,17.71,Low,Maize,Seedling,64.16
32.48,73.87,18.34,Low,Wheat,Flowering,68.2
35.86,79.33,7.09,Moderate,Rice,Harvest,50.97
28.35,48.45,17.03,Low,Cotton,Flowering,72.03
38.09,41.17,6.37,Low,Rice,Vegetative,38.1
25.26,89.81,6.75,Moderate,Sugarcane,Seedling,54.91
20.63,83.6,18.53,Low,Cotton,Seedling,87.19
23.99,63.51,7.77,High,Maize,Fruiting,39.33
36.06,82.68,15.68,Moderate,Maize,Vegetative,71.54
34.38,67.62,9.78,Moderate,Rice,Fruiting,51.0
21.7,73.31,6.37,High,Rice,Seedling,54.62
36.12,45.35,1.49,Moderate,Rice,Vegetative,23.14
24.74,44.37,1.51,High,Rice,Flowering,27.76
32.35,47.81,12.52,Moderate,Maize,Seedling,53.81
21.12,46.94,18.36,Low,Wheat,Seedling,82.07
21.83,61.65,13.71,Low,Rice,Seedling,70.38
32.51,49.63,16.35,High,Sugarcane,Harvest,57.15
29.38,76.58,11.84,Low,Sugarcane,Vegetative,64.64
21.59,88.71,5.27,High,Cotton,Vegetative,53.13
34.06,43.79,3.74,Moderate,Wheat,Vegetative,26.43
36.72,54.84,8.25,High,Maize,Vegetative,33.05
36.49,76.77,10.61,High,Maize,Flowering,46.25
21.29,43.14,6.88,High,Rice,Harvest,44.14
28.6,73.7,17.97,Moderate,Rice,Seedling,71.86
35.43,85.72,13.96,High,Rice,Harvest,53.28
36.79,62.54,14.84,Moderate,Maize,Fruiting,48.78
29.78,67.3,14.9,Low,Cotton,Vegetative,60.83
27.06,63.25,9.23,Moderate,Sugarcane,Fruiting,46.87
22.84,77.53,8.39,Low,Wheat,Flowering,56.55
37.41,47.47,7.31,Moderate,Wheat,Vegetative,35.88
23.68,44.74,7.83,Low,Maize,Flowering,41.87
29.95,47.92,16.6,High,Maize,Vegetative,50.98
32.14,64.96,8.7,Low,Sugarcane,Seedling,51.57
22.12,87.65,14.12,High,Maize,Vegetative,64.43
38.87,80.18,8.33,Low,Maize,Vegetative,47.7
26.21,70.92,12.23,High,Wheat,Harvest,52.72
34.5,80.36,17.28,Moderate,Cotton,Fruiting,57.53
28.94,60.85,4.19,Moderate,Wheat,Flowering,36.46
38.04,63.81,5.61,Moderate,Cotton,Flowering,34.23
38.04,88.27,15.63,High,Wheat,Harvest,61.19
36.27,52.45,11.27,Low,Maize,Harvest,56.6
27.68,47.42,6.43,High,Sugarcane,Fruiting,32.87
37.82,87.91,5.32,Moderate,Sugarcane,Vegetative,46.48
25.52,47.15,16.96,Low,Sugarcane,Vegetative,65.61
20.06,57.81,12.41,High,Wheat,Flowering,60.9
29.69,55.71,17.66,Low,Wheat,Harvest,72.49
25.91,43.03,17.7,High,Cotton,Flowering,52.09
27.52,75.03,17.05,Moderate,Maize,Vegetative,66.31
20.51,72.58,15.25,Low,Maize,Fruiting,78.33
39.86,62.33,7.64,Low,Cotton,Fruiting,42.75
22.15,53.68,5.52,High,Cotton,Fruiting,32.08
31.73,56.14,0.34,Low,Maize,Harvest,30.84
22.84,81.59,7.5,Low,Sugarcane,Flowering,56.03
26.53,81.8,0.69,Moderate,Maize,Harvest,42.94
20.79,65.59,14.46,High,Wheat,Fruiting,52.88
21.36,47.58,10.46,High,Wheat,Seedling,55.27
39.45,56.91,8.25,Low,Sugarcane,Fruiting,39.38
30.49,72.09,7.92,Low,Cotton,Seedling,60.69
28.97,45.76,18.23,Moderate,Wheat,Vegetative,57.56
33.67,41.21,12.86,High,Wheat,Fruiting,31.4
24.38,51.63,3.05,Low,Cotton,Flowering,34.86
35.12,73.51,0.39,Moderate,Sugarcane,Seedling,33.53
33.94,67.5,0.8,High,Rice,Vegetative,19.53
29.83,57.47,1.61,Moderate,Cotton,Vegetative,29.27
23.05,40.37,12.55,High,Maize,Flowering,47.18
30.22,47.99,4.03,High,Maize,Flowering,19.22
37.96,59.63,13.01,Moderate,Rice,Fruiting,47.8
33.03,65.59,8.11,Low,Rice,Seedling,50.29
22.13,86.65,4.11,High,Maize,Vegetative,52.52
36.36,58.05,1.09,High,Wheat,Harvest,25.97
36.87,50.84,0.48,Low,Wheat,Vegetative,31.58
24.13,87.34,7.77,Moderate,Sugarcane,Fruiting,55.62
23.31,64.58,11.22,Moderate,Wheat,Seedling,63.27
37.69,82.63,12.39,Low,Maize,Seedling,59.75
27.63,68.41,3.19,Low,Maize,Vegetative,46.77
39.42,77.09,7.46,Moderate,Sugarcane,Seedling,40.76
20.7,46.0,2.84,Moderate,Wheat,Seedling,46.2
34.89,74.09,0.61,Moderate,Wheat,Seedling,25.46
34.5,62.76,17.73,High,Cotton,Flowering,51.56
34.06,63.99,14.63,Low,Wheat,Seedling,63.5
27.55,41.86,8.65,Moderate,Sugarcane,Vegetative,51.11
31.54,42.2,1.26,Moderate,Maize,Fruiting,15.44
25.35,73.56,19.26,Low,Wheat,Fruiting,84.13
39.92,42.21,11.26,Moderate,Cotton,Fruiting,40.17
34.31,77.13,5.73,Low,Cotton,Flowering,42.6
29.45,48.19,13.17,Moderate,Cotton,Harvest,48.2
34.7,57.34,3.48,Moderate,Maize,Fruiting,34.83
35.35,47.38,13.45,Moderate,Cotton,Fruiting,43.29
28.63,70.11,17.7,Moderate,Maize,Fruiting,66.28
30.78,74.02,17.79,Moderate,Cotton,Vegetative,72.3
30.8,81.6,3.19,High,Wheat,Vegetative,41.05
27.93,81.17,17.61,High,Cotton,Seedling,72.06
31.51,52.74,11.01,Low,Wheat,Flowering,49.66
26.51,81.82,7.47,Moderate,Cotton,Fruiting,45.28
27.02,60.4,15.03,Low,Wheat,Fruiting,59.06
33.88,77.67,14.32,High,Rice,Fruiting,47.01
21.44,87.51,4.84,Moderate,Maize,Vegetative,54.42
21.93,80.72,0.47,Low,Maize,Seedling,44.02
36.55,74.02,1.34,Moderate,Rice,Fruiting,33.03
33.23,40.53,11.95,Moderate,Sugarcane,Flowering,37.2
28.57,69.48,9.57,High,Cotton,Seedling,52.91
39.54,65.0,7.03,Moderate,Sugarcane,Fruiting,37.38
35.4,61.14,11.74,Moderate,Sugarcane,Seedling,49.93
39.26,77.95,1.74,Moderate,Cotton,Seedling,25.13
34.49,75.78,18.45,Moderate,Sugarcane,Flowering,61.59
39.68,41.72,6.2,High,Sugarcane,Vegetative,25.23
21.9,74.19,11.87,High,Rice,Harvest,58.96
30.04,63.16,13.94,Moderate,Cotton,Seedling,57.64
22.35,65.84,3.48,Moderate,Maize,Vegetative,36.17
32.02,61.34,13.74,Low,Wheat,Fruiting,57.79
20.11,78.79,16.14,Low,Sugarcane,Seedling,80.89
24.47,83.28,11.67,Moderate,Wheat,Fruiting,66.02
38.96,45.8,3.29,Low,Cotton,Harvest,21.19
29.92,79.72,8.6,High,Cotton,Flowering,46.06
22.13,63.68,5.58,High,Sugarcane,Seedling,37.72
25.26,87.43,7.15,Moderate,Cotton,Vegetative,62.26
37.51,46.05,3.24,High,Wheat,Vegetative,19.07
39.93,58.67,5.26,Low,Wheat,Harvest,34.84
31.19,51.61,2.95,Low,Sugarcane,Seedling,35.97
30.2,40.61,10.49,Moderate,Cotton,Harvest,37.24
37.61,46.85,18.41,Moderate,Wheat,Vegetative,61.09
29.57,50.71,3.45,High,Cotton,Seedling,24.48
22.54,65.49,17.22,Low,Sugarcane,Harvest,86.34
21.45,48.24,12.54,Moderate,Maize,Vegetative,64.15
28.13,77.62,0.86,Moderate,Sugarcane,Seedling,33.76
34.53,58.68,9.0,Low,Wheat,Fruiting,46.62
35.81,84.44,12.92,High,Wheat,Vegetative,55.69
25.75,78.65,8.65,Low,Sugarcane,Seedling,64.01
34.09,78.85,15.46,Low,Maize,Flowering,63.69
29.29,80.34,18.34,Moderate,Cotton,Harvest,72.25
26.16,87.42,10.23,Moderate,Cotton,Harvest,68.58
32.1,73.05,11.48,Moderate,Maize,Seedling,60.55
39.5,66.64,12.33,Low,Maize,Flowering,57.46
37.5,69.72,4.56,Moderate,Wheat,Harvest,30.01
39.45,49.59,6.7,High,Sugarcane,Flowering,19.28
28.48,72.96,15.37,Low,Maize,Vegetative,74.91
27.23,67.14,6.42,Moderate,Cotton,Harvest,41.26
34.49,83.81,12.77,Low,Cotton,Flowering,55.57
32.95,64.85,4.91,Moderate,Maize,Harvest,37.24
26.83,52.74,1.44,Low,Sugarcane,Harvest,44.27
20.07,49.45,18.68,Moderate,Sugarcane,Harvest,75.21
25.54,68.37,3.98,Low,Sugarcane,Fruiting,45.36
29.53,59.34,2.39,Low,Rice,Flowering,38.6
39.88,42.05,1.41,Low,Cotton,Harvest,19.11
35.68,86.29,13.73,Low,Rice,Harvest,59.51
22.23,88.84,14.39,Moderate,Sugarcane,Vegetative,70.21
32.37,68.53,5.33,High,Maize,Vegetative,29.82
31.07,55.84,4.4,Moderate,Wheat,Harvest,37.44
39.09,44.56,14.81,Moderate,Sugarcane,Seedling,44.21
36.91,51.05,9.19,Low,Wheat,Vegetative,41.48
20.06,73.56,8.7,High,Sugarcane,Fruiting,45.57
22.01,44.1,14.25,Moderate,Wheat,Fruiting,62.58
35.01,41.15,15.3,Low,Sugarcane,Fruiting,57.63
30.48,56.1,9.98,High,Sugarcane,Fruiting,41.11
27.46,75.17,12.02,High,Sugarcane,Vegetative,60.64
24.14,55.71,8.1,Low,Maize,Vegetative,52.29
37.55,88.03,13.73,High,Wheat,Seedling,56.81
36.0,59.44,6.9,Moderate,Rice,Fruiting,33.19
28.91,61.21,8.75,Moderate,Wheat,Flowering,42.35
39.94,63.93,3.37,High,Cotton,Harvest,24.14
23.91,41.81,7.63,Low,Wheat,Seedling,54.51
23.18,70.77,11.06,Moderate,Rice,Harvest,67.93
29.06,54.66,17.17,Moderate,Wheat,Vegetative,63.48
23.33,43.34,17.44,High,Rice,Harvest,64.18
35.69,87.69,18.83,Low,Maize,Harvest,77.7
28.47,48.4,0.34,Low,Cotton,Seedling,26.57
22.03,80.86,3.57,Low,Sugarcane,Harvest,57.66
34.46,47.64,18.64,Low,Rice,Flowering,68.42
35.33,65.66,0.41,High,Rice,Fruiting,11.5
20.97,47.8,2.65,High,Maize,Harvest,36.92
29.25,62.75,14.2,High,Wheat,Vegetative,57.91
35.09,43.35,7.55,Low,Maize,Fruiting,37.01
29.8,77.71,11.01,High,Sugarcane,Harvest,52.16
32.95,65.98,15.73,High,Sugarcane,Flowering,53.42
28.15,65.16,9.99,Low,Wheat,Seedling,61.6
27.35,54.92,12.09,Moderate,Sugarcane,Fruiting,47.99
20.48,64.36,15.01,Low,Sugarcane,Vegetative,74.15
31.81,77.94,2.8,Moderate,Sugarcane,Vegetative,32.37
38.01,85.18,5.06,Moderate,Sugarcane,Fruiting,34.22
24.09,46.52,19.19,Low,Wheat,Seedling,74.63
21.06,63.25,7.73,High,Sugarcane,Seedling,51.7
